分组ID,哈希类型,哈希值,文件数量,文件大小(字节),文件大小(可读),文件列表
MD5_5629,MD5,b9a6b232f1fd78ec23ee89f2514f5fb6,2,2489,2.43 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\mvar.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\mvar.py
SHA256_5566,SHA256,6282cc45ae7530da92130b628be4f577cbfe1c3b87440a856c7c2426a9a258f7,2,129595,126.56 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\Scripts.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\Scripts.py
MD5_5159,MD5,1043ba1a54283cf73e69bfbb45a45e94,2,12723,12.42 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\qu2cu\qu2cu.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\qu2cu\qu2cu.py
SHA256_4626,SHA256,3279fbd13efa8ae3a032bb4e1c31f93e7f30d7f00eece3c891c4df6a3e3fa126,2,217,217 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\images\dial-icon16.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\images\dial-icon16.png
MD5_4291,MD5,042faf7d1a086f9e9af22c094643c5f2,2,133,133 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\groupbox-icon.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\groupbox-icon.png
MD5_4147,MD5,92413583abc598468e5a08f8743591eb,2,2859,2.79 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\TabBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\TabBar.qml
SHA256_3040,SHA256,47e9054d530990ed45650f2abd8e9212a3ff5d63b2e20aebb249b3f414216602,2,7419,7.25 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\HueSaturation.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\HueSaturation.qml
SHA256_2402,SHA256,72937e1f5e9745a6c71b0f78be2b87ef4e406ed1498df2cfd254f3c2a884fb1c,2,10569,10.32 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\TabPages\BatchOCR\BatchOCR.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\TabPages\BatchOCR\BatchOCR.qml
MD5_5647,MD5,b836c03bdda1b319e89529aa0062717e,2,25572,24.97 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\voltLib\parser.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\voltLib\parser.py
SHA256_146,SHA256,1e39ff35da4ed2cfe36859bee016f3f38fc1d06331e3b0df55c2b912695f8637,2,39989,39.05 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\02-需求阶段\生产制造智能管理一体化平台调研\一体化平台调研记录\设备管理-滕州\需求调研记录-工厂级设备管理模块20250115下午-滕州厂(设备处确认).docx; svn\滕烟数据汇聚中心项目\2-需求阶段\11-一体化平台调研\一体化平台调研记录\设备管理-滕州\需求调研记录-工厂级设备管理模块20250115下午-滕州厂(设备处确认).docx
SHA256_3232,SHA256,76e7f170fe157c78e7d802dc0798cafd749b5b550d2a3fdeb2699fbc9c0b09ab,2,2220,2.17 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\MenuItemSubControls.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\MenuItemSubControls.qml
SHA256_1200,SHA256,f111d8b5df43b9dcd6843416d53c710c03182f0b6d4e7e7bdf64d7088aee6f26,2,5685243,5.42 KB,svn\长烟智能制造数据运营项目\05-实施阶段\完工记录\202402\长沙卷烟厂数据运营数据资产盘点启动材料.pptx; svn\长烟智能制造数据运营项目\05-实施阶段\数据资产梳理\长沙卷烟厂数据运营数据资产盘点启动材料.pptx
MD5_2543,MD5,d74dbe3d7817229cb42484963b6bf91a,2,549153,536.28 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\runtime\python.cat; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\runtime\python.cat
SHA256_4400,SHA256,286a7e5f47c1f8f67008ff1343ece35cd5236ae9682e6556398c4d19682b2406,2,140,140 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\toolbar-icon@2x.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\toolbar-icon@2x.png
MD5_4295,MD5,7e7e8e6c62c4a7e5b88c538d1b42057d,2,136,136 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\groupbox-icon@2x.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\groupbox-icon@2x.png
MD5_4223,MD5,e0d0e4416304529f9a7d3103ea98297b,2,611608,597.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\qtquickcontrols2universalstyleplugin.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\qtquickcontrols2universalstyleplugin.dll
MD5_3561,MD5,423c1712aa394dbe84f5179b52b1a261,2,126,126 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Flat\qmldir; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Flat\qmldir
MD5_5761,MD5,f60b177e5e9fe1558405454301e881c7,2,777,777 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\__init__.py
SHA256_2600,SHA256,290c1be1dbef9c1c44e163a2b808dda2e80e0e09baec0b1b60659aa428660f05,2,3617,3.53 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\FtexImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\FtexImagePlugin.py
SHA256_2810,SHA256,6571ccb1d963794ffd3ff94aa642ad516ec43cf55a3b38cbdd4f9554b94431af,2,38168,37.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\Qt5Concurrent.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\Qt5Concurrent.dll
MD5_3339,MD5,ff926d74c0680b9f074874e5157e8377,2,1856,1.81 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\StackViewDelegate.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\StackViewDelegate.qmlc
SHA256_3170,SHA256,3690eeeab6c13f09ddab691f113f8e6d936c2548e5cf6f49164765aab3af3205,2,6360,6.21 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Menu.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Menu.qmlc
MD5_2777,MD5,5bf51dd87062c9d2a4437d7b7e690aeb,2,846,846 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_imaging.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_imaging.pyi
MD5_4739,MD5,f2da7e957b7b163c9d553040f80c9f8f,2,65304,63.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\VirtualKeyboard\qtquickvirtualkeyboardplugin.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\VirtualKeyboard\qtquickvirtualkeyboardplugin.dll
SHA256_4350,SHA256,d29e2d78a95efcaba8391ea35a5f1c097be666bf878fcbb2d91262d600213129,2,381,381 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\roundbutton-icon@2x.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\roundbutton-icon@2x.png
SHA256_5604,SHA256,f778ff5c9514813c95475f3ee183536cc2b38ba93c3604adb84c7b0e4d3bcadc,2,59885,58.48 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\instancer\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\instancer\__init__.py
SHA256_4022,SHA256,abe6bbaf5f31e5deda3086423ec8935bae426f945a5532701982b3e1206857fa,2,3211,3.14 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\ScrollBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\ScrollBar.qml
MD5_5111,MD5,33cae5c02b1d9427224d45056ecd4189,2,20271,19.80 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\freetypePen.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\freetypePen.py
SHA256_4588,SHA256,78304f311cc54cf3ac860f1f6d0b46925aa2adaa9bfb227d54592f3aae675558,2,3500,3.42 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\DelayButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\DelayButtonSpecifics.qml
MD5_5307,MD5,bb6833d0900812ac5716b2b45603a43b,2,433,433 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\T_S_I__2.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\T_S_I__2.py
MD5_4539,MD5,6ebae8a76597ac1d3ee220e5c0a08178,2,23240,22.70 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\PieMenu.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\PieMenu.qmlc
MD5_5031,MD5,02c06680302e6ff42873784b945a3a94,2,7162,6.99 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\testTools.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\testTools.py
SHA256_4742,SHA256,06ed9ec5fea4bce129c338241fde1499e2839d2baed7e64d0ddaf7a80aeda7a5,2,138,138 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\XmlListModel\qmldir; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\XmlListModel\qmldir
SHA256_74,SHA256,7c124c18f1e6c568e9105d6da864c0c19aed5bcc4e5f304135bc35d27302a0d6,2,58871,57.49 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\02-需求阶段\制丝需求\制丝车间产量质量生产效能综合报表.xlsx; svn\滕烟数据汇聚中心项目\2-需求阶段\01-制丝车间\原始需求\制丝车间产量质量生产效能综合报表.xlsx
SHA256_3374,SHA256,c230f37e94b347033b9b1d230d81d2db5f489b68db7e776185fd6ff1569758ae,2,3387,3.31 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\CircularButtonStyle.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\CircularButtonStyle.qml
SHA256_5712,SHA256,3dbb6aa766c40da7612e6a801b518312edf68fe9dfe3ef14b063b61677b55025,2,2813,2.75 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\pynput\_util\uinput.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\uinput.py
SHA256_2850,SHA256,3035ddfd4472400fc2d4d919d74afe5d284be77d147ecdc7afec31c937c06d2a,2,131669,128.58 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\QtNetwork.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\QtNetwork.pyi
SHA256_2822,SHA256,5d90e673766875c799cc3abb9e341f542e7cde630770394d6c114d91caff8ccb,2,7013144,6.69 KB,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\Qt5Gui.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\Qt5Gui.dll
SHA256_2986,SHA256,79bf121d97758b4f7982becb71d50a39c4ef65161857279cb5e53abc84c4bfeb,2,1131,1.10 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\settings\plugins.qmltypes; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\settings\plugins.qmltypes
SHA256_5452,SHA256,517111edd87c24eceb4d21c15cc72fa1342f73d53e356b34571aa9df96981047,2,4143,4.05 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_h_d_m_x.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_h_d_m_x.py
SHA256_4128,SHA256,d3a2c52a2b4e31c545eabe98223abb046a420b46fb933ffac4785014d3baf58d,2,3798,3.71 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\ScrollBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\ScrollBar.qml
MD5_2473,MD5,80de2741c7137da3ab4d4ff915afa09c,2,3106,3.03 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\ImageViewer\TextBox.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\ImageViewer\TextBox.qml
SHA256_2384,SHA256,d8061cdfa684b36d44ac16219f5f75f5fe318f2b344753a331104ea451ec5ffb,2,3220,3.14 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\TabBar_\BarManager.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\TabBar_\BarManager.qml
SHA256_4880,SHA256,6d2a4eea4b8f6c4203b174951e1cdfb6ab26fc5154897a4b55f3d2938d744aa1,2,4856,4.74 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\encodings\codecs.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\encodings\codecs.py
MD5_5095,MD5,fd809cdd3b2816ad7380d69493feb734,2,3231,3.16 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\boundsPen.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\boundsPen.py
SHA256_4304,SHA256,e66830233371d21e0dd1613e4cd968c8addddd38459dca332eb1184d30005b2d,2,206,206 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\label-icon.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\label-icon.png
SHA256_3418,SHA256,faa9f227d344c30ca20e76487b31f8ba10183829ef6447de3286511b18aa77f9,2,3404,3.32 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\HandleStyleHelper.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\HandleStyleHelper.qmlc
MD5_5253,MD5,5215c310ee8369aa59a505405850e7c1,2,5524,5.39 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\F__e_a_t.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\F__e_a_t.py
MD5_2285,MD5,a013615a7dc6a2282e58da530f617643,2,102258,99.86 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\images\Umi-OCR_logo_full.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\images\Umi-OCR_logo_full.png
MD5_3263,MD5,2a576bba1cf11537e15c0200137b8201,2,2266,2.21 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\Style.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\Style.qml
MD5_2783,MD5,9f56033af2b4a6114ace83bbe4610900,2,2341888,2.23 KB,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_imaging.cp38-win_amd64.pyd; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_imaging.cp38-win_amd64.pyd
MD5_2785,MD5,d36952ef4cfb85289ffb2b809d8aea74,2,1748,1.71 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingft.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingft.pyi
SHA256_5754,SHA256,560d54994921947b41fc4b36b5c713348022107f8ea039e8352af78f55aba936,2,874,874 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\pynput\mouse\_dummy.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\mouse\_dummy.py
MD5_3241,MD5,37f19972a2d331b7a6f2f1ed209d800b,2,9203,8.99 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\ScrollBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\ScrollBar.qml
MD5_3903,MD5,df99bc50e44f0e6708a96bee13c330d0,2,3408,3.33 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\GroupBox.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\GroupBox.qml
MD5_2507,MD5,cdac03d595c41f3fed1c228147665ffe,2,32175,31.42 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\runtime\LICENSE.txt; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\runtime\LICENSE.txt
SHA256_3046,SHA256,21f3e2cf42f8a429458008efa155c6ee984fd9d2d96fa5b5c9b027ab9bb45ee3,2,10829,10.58 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\LinearGradient.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\LinearGradient.qml
MD5_3397,MD5,c9ecbd290c4d4af10d1f16652064d786,2,13309,13.00 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\DialStyle.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\DialStyle.qml
MD5_4255,MD5,f6aca7d1a684343f1a7c2af895ce7b4f,2,320,320 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\busyindicator-icon.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\busyindicator-icon.png
SHA256_3076,SHA256,d21c5523227cc24443c5a33d89d7a957bda2376eae16b9d2b6fbe5aed7d68433,2,7916,7.73 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\FastMaskedBlur.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\FastMaskedBlur.qml
SHA256_2806,SHA256,503e22441d87b38991d2875538b27568bcffe586c6b0190bd35f913b7a32ac39,2,10853,10.60 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\features.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\features.py
SHA256_4988,SHA256,7d9f7f98e6e4573749a0aeacb9f88853de64e464ad8e9e8b58e938010f335bf4,2,709,709 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\cython.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\cython.py
MD5_4397,MD5,01936b6356468db3b51c9a5e2fdc5a65,2,172,172 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\textfield-icon@2x.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\textfield-icon@2x.png
MD5_2469,MD5,e93b8a3789a479ef27574e441c93ab87,2,7607,7.43 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\ImageViewer\ImageScale.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\ImageViewer\ImageScale.qml
MD5_3391,MD5,786b3ccc9b1d861ec1f3f8d9724d9813,2,2564,2.50 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\CommonStyleHelper.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\CommonStyleHelper.qmlc
MD5_2917,MD5,92ffc2bd58c0af42df995d5d7681bfe9,2,35096,34.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\plugins\imageformats\qwbmp.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\plugins\imageformats\qwbmp.dll
SHA256_140,SHA256,bb415c09a4dd3991a411f940c1bef6fd8e3ab978487ed33d04f492a37c6a7831,2,40705,39.75 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\02-需求阶段\生产制造智能管理一体化平台调研\一体化平台调研记录\设备管理-滕州\需求调研记录-工厂级设备管理模块20250114-滕州厂(制丝车间确认).docx; svn\滕烟数据汇聚中心项目\2-需求阶段\11-一体化平台调研\一体化平台调研记录\设备管理-滕州\需求调研记录-工厂级设备管理模块20250114-滕州厂(制丝车间确认).docx
MD5_5203,MD5,d6f0257c097ec0d3d01edc461e93c403,2,3514,3.43 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\__main__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\__main__.py
SHA256_4384,SHA256,8690393a518700ced00da1322c2438ba6f6498c54afdc309560e8dea1a953119,2,160,160 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\switch-icon16.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\switch-icon16.png
MD5_49,MD5,cd323dc41e88a8da0f32e1e59fc138f9,2,271872,265.50 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\02-需求阶段\制丝需求\制丝数据收集\6月工艺质量完成情况统计汇总表20240601.xls; svn\滕烟数据汇聚中心项目\2-需求阶段\01-制丝车间\原始需求\制丝数据收集\6月工艺质量完成情况统计汇总表20240601.xls
SHA256_1520,SHA256,c39eda9192b6c4d926fca5d3190d989e032f60f943dd12a808eb3f2f1e3d009d,2,59721,58.32 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\i18n\en_US.qm; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\i18n\en_US.qm
SHA256_4018,SHA256,81a2a87df4d44a5023170189dfce8076fe8c420b8d6912fec23249d56a8d6d0e,2,5005,4.89 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\RangeSlider.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\RangeSlider.qml
MD5_2841,MD5,985342365be10b2d77d808a35f10e769,2,637611,622.67 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\QtCore.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\QtCore.pyi
SHA256_3788,SHA256,f562c7cd82a67b83317b99d02df702e3828ce4248dc96ba90134c1ffbc9f452b,2,3851,3.76 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\Drawer.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\Drawer.qml
MD5_2999,MD5,78992377deafc8a4a87068f0959257c0,2,122,122 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\wavefrontmesh\qmldir; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\wavefrontmesh\qmldir
MD5_3265,MD5,4c1adf18775aa9b85ea5e459596917aa,2,3425,3.34 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\SystemPaletteSingleton.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\SystemPaletteSingleton.qml
MD5_4655,MD5,a4553474f5c2afd19157588cf55a8e4b,2,30070,29.37 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\plugins.qmltypes; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\plugins.qmltypes
