文件名,完整路径,大小(字节),大小(可读),修改时间,是否目录,MD5哈希值,SHA256哈希值,扩展名,MIME类型
AbstractButton.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\AbstractButton.qml,2196,2.14 B,2020-10-27 08:02:10,false,ea48511545dd3181aad31e175715116e,73c1652d0326049d9d43ef24d15edde474d1a764bd7dfcb8f3b83c2823d985c1,qml,
Action.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Action.qml,1846,1.80 B,2020-10-27 08:02:10,false,fb7b31a91f3e60dc6b0d399106aa126e,523de0efbd2cdbbe342abab01e8aeb1ab0cc01d840ae27712f87324646db1d48,qml,
ActionGroup.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\ActionGroup.qml,1851,1.81 B,2020-10-27 08:02:10,false,66ff9d123e79ef8c2e24051173ef4353,af7afb4f8fd6e98cadb48e6d6fdef78ef48d8617c07d1e0eaa927d3ff0f5001c,qml,
plugins.qmltypes,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\plugins.qmltypes,157929,154.23 B,2020-10-27 08:02:10,false,b4a2abc03607274408f92857b7bab3ff,9980ddeb8ebab08ce397d99a543dc9cdc1e4964026ef9c73d6ba02fe43ad2de3,qmltypes,
ApplicationWindow.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\ApplicationWindow.qml,2206,2.15 B,2020-10-27 08:02:10,false,bca14e0f28cc7e609e21703b3082af72,13aef729c0a8c10b4d2c7cdc2d07c408837bc4b01bab8f1e4b7f0f565be785b5,qml,
BusyIndicator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\BusyIndicator.qml,2598,2.54 B,2020-10-27 08:02:10,false,a5cd195a941116fd9ffa1f81a851932e,9d5f2b8b73243c6fa6b62edbb2a7e10a461fd8be29d9dc4f8a352db2b89bf72c,qml,
Button.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Button.qml,3597,3.51 B,2020-10-27 08:02:10,false,12337a6d1e1b9ed058419d8ef969530d,b28b1f726ddd5cb408c71f47ec62d9f4e5554baf7c813a14408ed89e19d0c35a,qml,
ButtonGroup.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\ButtonGroup.qml,1851,1.81 B,2020-10-27 08:02:10,false,59f570e3703e5df2aa33e6a6833dfc5f,1394d0a7bd3c10d033426e5fb95cb9df75fbc3fe22962f152f9eb334836528fe,qml,
CheckBox.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\CheckBox.qml,4022,3.93 B,2020-10-27 08:02:10,false,b504a8acf2fd92acea40d292455fda3d,376c36f8bb81ebd6d7ca09bccad95f9ef307ba2052da38dd07228b7489c5baf9,qml,
CheckDelegate.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\CheckDelegate.qml,4478,4.37 B,2020-10-27 08:02:10,false,bd2d13e8e608eb8dfae8d345aa1cd12e,fa4674932bb9b4f3571748440b4141a0c23a6ddb870de8084081c6b926cc5e57,qml,
ComboBox.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\ComboBox.qml,5934,5.79 B,2020-10-27 08:02:10,false,78f964bb222c484ec46ab801145815db,1a1d39fe89b42924ba484afc9485e9cb4c5b493accaf2db64ab258be9e0cb41e,qml,
qtquickcontrolsplugin.dll,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\qtquickcontrolsplugin.dll,342808,334.77 B,2022-01-06 07:53:12,false,22c200d36ae1792ed4b18310cb7742fc,1ecc17018562c0746a1de00508d572a836e850db98d3feec4bf9c29e2044ff81,dll,application/x-msdownload
Container.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Container.qml,2175,2.12 B,2020-10-27 08:02:10,false,84df8b268ef632c64b841c21c7d07bad,9a35dc7ee7ced74448d59fe12a1e0c289569864bcc5ef0cf643b73a8acebe0ff,qml,
Control.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Control.qml,2189,2.14 B,2020-10-27 08:02:10,false,35062d9350b9f6ede14d98b7fb51e230,c36c30fd83ccd08a34c78684ea95fa902777108c3a3285580dcb51ba5650d3ed,qml,
DelayButton.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\DelayButton.qml,4163,4.07 B,2020-10-27 08:02:10,false,5168c33198a4ba990130e5fe7ed8ce8f,d53409fe94cfab9f60485c8472613bb7806f1062c295dd9df1fbdb61e1aa7f53,qml,
Dial.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Dial.qml,3493,3.41 B,2020-10-27 08:02:10,false,da3a5c0142c1a707756dca3cc8425704,0f002b11f845ec2ba3fa8da40ceb5adda050e0de5f75b8f07c98aab44996e100,qml,
Dialog.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Dialog.qml,3310,3.23 B,2020-10-27 08:02:10,false,8c2ee0d6aecd93e86c85c7ce4d0934c2,5a9c5fcf25151107b0a4db78614ef94c2152b1a5ce253fa6a1501e4611cf77d2,qml,
DialogButtonBox.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\DialogButtonBox.qml,2924,2.86 B,2020-10-27 08:02:10,false,570b8cd91543a1f582af7973da815cb4,409137d65f2b71c5972b3b7e5bf45e83760159ed5e57988020445d8c84a11806,qml,
Drawer.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Drawer.qml,3301,3.22 B,2020-10-27 08:02:10,false,c56adad225cb248c79852e9d21de7d9a,928267e5627a15217bda98ba73965918cbacfc35b920355234a07d9b303c2334,qml,
Frame.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Frame.qml,2366,2.31 B,2020-10-27 08:02:10,false,47481af358218c030a1c0852656a50b3,db256124a994c6300f9d647e2728a5d0290ea7be5322a212c501b47781a3b3dd,qml,
ApplicationWindow.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ApplicationWindow.qml,2160,2.11 B,2020-10-27 08:02:10,false,df883f1cb3e3751e64764c89c4391cff,7c00b819586a680a843948ccded42d5e4c6b82081324b302d3f14f18f781f2ef,qml,
BusyIndicator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\BusyIndicator.qml,2864,2.80 B,2020-10-27 08:02:10,false,0b09cbb6743ab185e5d446e4fd9c0163,d0b5ecd69bd470599ccd8602881af8fda1f8f89be66e28e874f004296c802a98,qml,
Button.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Button.qml,2936,2.87 B,2020-10-27 08:02:10,false,749c572263d3a184c5519f23b810bc7d,d90bbadff45b1463358eec494056799ab156087ec6f03797614b9b0731e2e853,qml,
ButtonPanel.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ButtonPanel.qml,3115,3.04 B,2020-10-27 08:02:10,false,fe56d2b65baf125e6435d384235383dd,24f6a671389371519f38ce151e642435d7bc54ee48c66c31080fd9f8d4545b79,qml,
CheckBox.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\CheckBox.qml,3199,3.12 B,2020-10-27 08:02:10,false,14693e426bb83c54a9d424733bf9afbe,66183e50d01c16d3fa4d68b1efb331f705d6e9dda61fa67131b254cd2bc03b7b,qml,
CheckDelegate.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\CheckDelegate.qml,3676,3.59 B,2020-10-27 08:02:10,false,b4a73ce810eb366b3695961e5729c574,27b877e03265839aac96cec61399797b409a3467095e34aa715224bc027acc5c,qml,
CheckIndicator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\CheckIndicator.qml,3722,3.63 B,2020-10-27 08:02:10,false,774b7d7abe679cda3bb204c186bf1922,ab71b65fdccb5aa71ed4108885e8ca11906f3c77226a6551014e0e91f906ce71,qml,
ComboBox.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ComboBox.qml,6762,6.60 B,2020-10-27 08:02:10,false,4a379962bdf0008e52b5431251c4911f,f49b8c3fd74416eeddec64e98d45a09a13af906f8bb0688ac700b3bf6d0c392f,qml,
DelayButton.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\DelayButton.qml,4553,4.45 B,2020-10-27 08:02:10,false,995de288887b969bd338a74fcb4e109d,07b4350dc2a42443ee58a0b1f5ffb8e9bd7f36f201f3bfba3a901e94968e49c0,qml,
Dial.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Dial.qml,3255,3.18 B,2020-10-27 08:02:10,false,712277f5fd5134234cd10a143e61cc63,a220a920b136b42b0064be6d109c0c53800f0c5de97d7b940ba4411c8b07a473,qml,
Dialog.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Dialog.qml,3604,3.52 B,2020-10-27 08:02:10,false,decc259de73f443229a11796df832f7d,dca8d31580ee628f8419129c95d141af738f53bdce604fa6b8e3104637fcc328,qml,
DialogButtonBox.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\DialogButtonBox.qml,2867,2.80 B,2020-10-27 08:02:10,false,442853e5cd2bf7de8c32904f3182cf45,d27e54d711fb15ea94781e74f92678d740f296abdef2263438dde7b21020a3bc,qml,
Drawer.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Drawer.qml,3673,3.59 B,2020-10-27 08:02:10,false,52de38171e2aae5fed7fc051060a5f9e,d94505618774a7124c47c71cfd2789bd4e4fdee1d67d7fdee894f342d5cecf22,qml,
Frame.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Frame.qml,2474,2.42 B,2020-10-27 08:02:10,false,bc008897224ca5e6d116b7b3dc0cf714,0ec600e95414a6b1c4ea76f9e96ddd54def1e2d6994a3f7dc3ec714a46cf9a42,qml,
GroupBox.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\GroupBox.qml,3141,3.07 B,2020-10-27 08:02:10,false,d7f8a890b584bf52b6d8d427c0d50ca4,d7d747f05a567097e70ffceb635906f6c1f10354c2676cbbb9a5a6590fd9a542,qml,
HorizontalHeaderView.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\HorizontalHeaderView.qml,3065,2.99 B,2020-10-27 08:02:10,false,705ca8ff9e60643a2b9c33afa9efbda9,0fe5f10591e54cb9200897129fbeca5786635fa16a7b143fc8938d8dedcf21ad,qml,
ItemDelegate.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ItemDelegate.qml,3257,3.18 B,2020-10-27 08:02:10,false,110a3479aa19513f236436ed1476734e,d5d311129ee2c7128d5ac944878d7c1d89830d96a6f08665c772976d6aa48695,qml,
Label.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Label.qml,2085,2.04 B,2020-10-27 08:02:10,false,6c5da44514c825f2033f7ddb61538e3a,3e22f0d23f4ee17cbcb3aae0e9b5e9c221e33b8887404d4bf1a0afe3a7a9882b,qml,
Menu.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Menu.qml,3391,3.31 B,2020-10-27 08:02:10,false,942c7a67c96a74e5a6fee4aff1c50004,c7838d5f3755ebcd0a5681999b34a0a049e8ec7b3c0dd6aacf37bf8b349caa32,qml,
MenuBar.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\MenuBar.qml,2899,2.83 B,2020-10-27 08:02:10,false,77beec13184687d049c74152377efda1,78dbd76fb7bd3e481d6d634b6d08c27a0cef3cd4300f1ccdbf59ae925709c1e2,qml,
MenuBarItem.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\MenuBarItem.qml,3076,3.00 B,2020-10-27 08:02:10,false,1460d50451a7cbdc1a72a77f1b7927a8,f2497a9a0c1712e8d5920bde501a069a74221a9737ccc9c1b6763c1cd9f78762,qml,
MenuItem.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\MenuItem.qml,4312,4.21 B,2020-10-27 08:02:10,false,3b8d65bf8d411676744028708d511ead,839b4b9f5d37edbd9f7a79df050d92bd61587be6d867dee3ce50de5310bbd3f8,qml,
MenuSeparator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\MenuSeparator.qml,2526,2.47 B,2020-10-27 08:02:10,false,da76e587d1c03e0bd563ed24398d8e22,fc09ef128b330fddebd6d24afe7ab1c1a5e44606430fde7d80d43a4dac24b2e0,qml,
Page.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Page.qml,2683,2.62 B,2020-10-27 08:02:10,false,25a9b6fb95c3727c8aab7df82862fe5b,3b0f970fc3391c9fcf5f33d0ff0bf69408189caf87689180f4e8e2150be0212e,qml,
PageIndicator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\PageIndicator.qml,2845,2.78 B,2020-10-27 08:02:10,false,8f8cc36456a71bf65f2038b011e341bc,83a078260d1478cbb114af7449240bcfddc9d8a4f741308003d0f2097db9c097,qml,
Pane.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Pane.qml,2409,2.35 B,2020-10-27 08:02:10,false,24aa10d6e16463734c00f3c5bfeadf1d,bf43417ed4a5e03350e0d780f7d0c99c618210d2e687e743eef377e0ac143b9d,qml,
Popup.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Popup.qml,2627,2.57 B,2020-10-27 08:02:10,false,6c72322d9ff5b6859a5894a2b73bab9b,ba07a7f0489f6ccafe7370dca83676f80e8d86ed90a4e0838cc3f57071818858,qml,
ProgressBar.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ProgressBar.qml,4445,4.34 B,2020-10-27 08:02:10,false,f7e923e6f2dfe260298a4ded2bc5e1d5,9cb492ec1e3beda61b399db322bba36b743ee3919ffdf2ee1c02545638e5cb49,qml,
RadioButton.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\RadioButton.qml,3202,3.13 B,2020-10-27 08:02:10,false,f728e138f3e89e2f19d79606ad8e5ad3,224f7f8914c80093588d6e5411f4eede8ac0f4c6eda32a97f1eb4a645b8d54f4,qml,
RadioDelegate.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\RadioDelegate.qml,3676,3.59 B,2020-10-27 08:02:10,false,85f130bde6d3912eaa2d146088aa7e39,82c8e61f3a5e91845de5519d74a9e7b2c67130e0a818ccd6090841817bae693f,qml,
RadioIndicator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\RadioIndicator.qml,3186,3.11 B,2020-10-27 08:02:10,false,e3347ae8c25b7c5d14ef43d7140cc0b1,a03a14ca059236b5c1290bc2c7dc0a9ce5e051df34d887f26bea5745dcbc0ba0,qml,
RangeSlider.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\RangeSlider.qml,3855,3.76 B,2020-10-27 08:02:10,false,3158647791dce0afb0b053708faebb3f,366406ce7422d6f0a9c00cda48fb641e4be7bf8766008ed23268f3c39440e035,qml,
RoundButton.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\RoundButton.qml,4110,4.01 B,2020-10-27 08:02:10,false,6c50c5b176c209d5902ad5665a7750ed,e529aa9f9658f99845cec7108b91a29caf640a0e60f3bbe1a97fc6f5e3c66ef4,qml,
ScrollIndicator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ScrollIndicator.qml,3060,2.99 B,2020-10-27 08:02:10,false,374220cb2d11e346d6e1a3cc7dbf406d,5ecbde93918a0a049e28741b5e697f5ec716af9623b49f99665e93fc1ee467db,qml,
ScrollBar.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ScrollBar.qml,3290,3.21 B,2020-10-27 08:02:10,false,674ce82d2f377b41a90faf4fd409a305,2fe72be9e3c38ba758bb496d5d5c3f47b001eaeab4716b7c82f00457135666e4,qml,
Slider.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Slider.qml,3031,2.96 B,2020-10-27 08:02:10,false,5cf85741902608195d9dd7c9c44c9eda,8843bea4310574a0927699ddf4b5d0f872f490c70a4095c73a6ef5e011cd9f35,qml,
SliderGroove.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\SliderGroove.qml,3771,3.68 B,2020-10-27 08:02:10,false,9eb30d5992be33b94e2802672dd031f6,4ed39d154168a9302326d15d11d7b50160280f36c62331227d4ef26dd0bcf051,qml,
SliderHandle.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\SliderHandle.qml,3181,3.11 B,2020-10-27 08:02:10,false,bc315811884ead64a90a14439c1ab256,58ada30e2140ce8418afcb7f43547d9a40321a00820ed09a5057989b6c3c6b7b,qml,
SplitView.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\SplitView.qml,2632,2.57 B,2020-10-27 08:02:10,false,67e8ad0b5f4079bb91bbdc6d21d2f083,8edab5178285364a5ba4d5d85f7ed7177cde22d8c8e5ee58cbac522443ab9a3f,qml,
SpinBox.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\SpinBox.qml,6907,6.75 B,2020-10-27 08:02:10,false,94f7a06b2f6f1f309d76df8b943abbe4,0afbdaa23576f95beb109250edeb8dfa41e6676732d780940db0653b83c501ca,qml,
SwipeDelegate.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\SwipeDelegate.qml,3364,3.29 B,2020-10-27 08:02:10,false,11cd81c4a16e17d4c70058d7d9b03e1b,311410423492d5b145a1d947923afa2c8a5f8104d724d9eb749e32560ff40663,qml,
Switch.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Switch.qml,3192,3.12 B,2020-10-27 08:02:10,false,b16038f98cfaa428b777f65d7eb562da,c48f19e2d6e050fe14d2e588ba274acbefb9982e1281d303d438e2afe2a9be32,qml,
SwitchDelegate.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\SwitchDelegate.qml,3754,3.67 B,2020-10-27 08:02:10,false,d28bd6be352d7f231ac85de3a2450db0,7cdda7b0e360511c10d948a8a30bd8cac6d00426f77066416677659bd2ddd947,qml,
SwitchIndicator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\SwitchIndicator.qml,5133,5.01 B,2020-10-27 08:02:10,false,e10b3c3eaa58bb65f76fbfe92fac2a51,547fd1c6f78dcb7232a851a0dff8f8e85712b6b5d867b33d26a2ddce5650a993,qml,
TabBar.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\TabBar.qml,3121,3.05 B,2020-10-27 08:02:10,false,cfa6aa2994748ae4e601f9541bcaba23,5b3b6e88fab37f2035563a3e657649c89087c3aa4e886d29772bd8f0cc0d8cf8,qml,
TabButton.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\TabButton.qml,3862,3.77 B,2020-10-27 08:02:10,false,4d2b8287be5df8484599262e6ab0b053,493348c45906aa01a17b2da718fb951d16784f2c5d48c227f816542d3fae0a09,qml,
TextArea.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\TextArea.qml,3392,3.31 B,2020-10-27 08:02:10,false,bb8530144fd581ef85e32740a3513393,5bbdb1032b61ce82c7d018d12e76f101c11045ef5cdd9913be077937a8f5083b,qml,
TextField.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\TextField.qml,4120,4.02 B,2020-10-27 08:02:10,false,f5288479bc57682ca3cd4833f7da282e,d32203bcbf2d0ca9837c7902319391edf823c313f95b483d0a09d83fe0ba713e,qml,
ToolBar.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ToolBar.qml,3252,3.18 B,2020-10-27 08:02:10,false,119e1548643b45c92f9c3855585efc89,ea7514bda98ee718f0d501d5b85db44cd39636d4557651f269f482bc2e05ad13,qml,
ToolButton.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ToolButton.qml,2923,2.85 B,2020-10-27 08:02:10,false,0c991c37bac82e6f7a0ab9eca772a0b6,26182aa0c57fef02f6a1f9f2d1561f535f4537afdf4eec4fdeca8c3c76dc9f8d,qml,
ToolSeparator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ToolSeparator.qml,2757,2.69 B,2020-10-27 08:02:10,false,53df676c4ac9f3310c15f872a521bf02,d2e99c4bc2fab7c8ff0690212947b22fa299acb2798309fe45ec4d3163bf0c65,qml,
ToolTip.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ToolTip.qml,3063,2.99 B,2020-10-27 08:02:10,false,eaf9a35710ef7b911e20b42c453e3cb6,9647a1babcb066302924cc634dd0b5830ee8cc8f170d64cf0326caf53f65b056,qml,
Tumbler.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Tumbler.qml,3356,3.28 B,2020-10-27 08:02:10,false,da0b713b66ef41888f7dcc074db16907,0e90bee332ae4c7d09d7aae3a371ee509ca7ef368c7835ebf039fc80a31aad4f,qml,
VerticalHeaderView.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\VerticalHeaderView.qml,3062,2.99 B,2020-10-27 08:02:10,false,854bcab1ce11c51043a3dc8301a64981,731ee9d1fab0d86eee112487bdc5ba1e2bf547d70de94c1acb3fceed1a00e23b,qml,
qmldir,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\qmldir,149,149 B,2020-10-27 08:02:10,false,08266d5a129ff4ece723f97a96f2a0a6,74b2e2268ca241d9d94ce890c102ddb953be09a4e0667832a196969a45a7fec7,,
plugins.qmltypes,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\plugins.qmltypes,16065,15.69 B,2020-10-27 08:02:10,false,edaed0b8f9cb6bc6d6537bade7c30c25,3f999849a62ac0abbba62bc905c9c955535e1632e230112e63f8c886d2013565,qmltypes,
GroupBox.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\GroupBox.qml,2992,2.92 B,2020-10-27 08:02:10,false,7e614a1c63108f26f14c10e9343168d9,2c61e245cd57e76d2e93e85443b429893914079c0572e889161661d3a9468374,qml,
HorizontalHeaderView.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\HorizontalHeaderView.qml,2836,2.77 B,2020-10-27 08:02:10,false,c51a96cfe7de9ef5f7499b520aef04ee,c7f74755b3fc438dbdcb415930beaada79e45a540424282daecf5f538ee3489a,qml,
ApplicationWindow.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\ApplicationWindow.qml,2791,2.73 B,2020-10-27 08:02:10,false,eabca84fb7ca236cfd4d888b5927fec7,b406e02eba28ce5cce0fdc2dfbecf5e5e33489365d542f9304917ca46954927e,qml,
BusyIndicator.qml,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\BusyIndicator.qml,3737,3.65 B,2020-10-27 08:02:10,false,5a8305773f1c3eb04eeb95669a0dfc86,c2e7f54227e7269eaad59a694a6bda7e270fff440db971ec656c463ec6c0ce7b,qml,
